key,en-US,ja-JP,ko-KR,zh-CN,es-ES,de-DE,fr-FR
tooltip_loc_key_max_lenght,Maximum length allowed for localization keys.,ローカライズキーの最大文字数を指定します。,로컬라이제이션 키에 허용되는 최대 길이입니다.,设置本地化键允许的最大长度。,Longitud máxima permitida para las claves de localización.,Maximale Länge für Lokalisierungsschlüssel.,Longueur maximale autorisée pour les clés de localisation.
label_loc_folder_path,Localization Folder Path,ローカライズフォルダーパス,현지화 폴더 경로,本地化文件夹路径,Ruta de Carpeta de Localización,Lokalisierungsordnerpfad,Chemin du dossier de localisation
tooltip_loc_folder_path,Folder where localization CSV files are stored.,ローカライズ CSV ファイルを保存するフォルダーです。,현지화 CSV 파일이 저장되는 폴더입니다.,用于存储本地化 CSV 文件的文件夹。,Carpeta donde se guardan los archivos CSV de localización.,"Ordner, in dem die Lokalisierungs-CSV-Dateien gespeichert werden.",Dossier dans lequel sont stockés les fichiers CSV de localisation.
label_loc_file_name,Localization File Name,ローカライズファイル名,현지화 파일 이름,本地化文件名,Nombre de Archivo de Localización,Lokalisierungsdateiname,Nom du fichier de localisation
tooltip_loc_file_name,File name used when exporting the localization CSV.,ローカライズ CSV を書き出す際に使用するファイル名です。,현지화 CSV를 내보낼 때 사용할 파일 이름입니다.,导出本地化 CSV 时使用的文件名。,Nombre de archivo que se usa al exportar el CSV de localización.,"Dateiname, der beim Export der Lokalisierungs-CSV verwendet wird.",Nom de fichier utilisé lors de l'export du CSV de localisation.
label_namespace,Namespace,ネームスペース,네임스페이스,命名空间,Espacio de Nombres,Namensraum,Espace de noms
tooltip_namespace,Namespace applied to generated scripts.,生成されるスクリプトに適用する名前空間です。,생성된 스크립트에 적용할 네임스페이스입니다.,应用于生成脚本的命名空间。,Namespace que se aplicará a los scripts generados.,"Namespace, der auf die generierten Skripte angewendet wird.",Espace de noms appliqué aux scripts générés.
label_field_name_max_length,Field Name Max Length,フィールド名の最大長,필드 이름 최대 길이,字段名最大长度,Longitud Máxima de Nombre de Campo,Maximale Feldnamenlänge,Longueur maximale du nom du champ
tooltip_field_name_max_length,Maximum allowed length for generated field names.,生成されるフィールド名に許可する最大文字数。,생성된 필드 이름에 허용되는 최대 길이입니다.,设置生成字段名称允许的最大长度。,Longitud máxima permitida para los nombres de campo generados.,Maximale Länge für generierte Feldnamen.,Longueur maximale autorisée pour les noms de champ générés.
label_method_name_max_length,Method Name Max Length,メソッド名の最大長,메서드 이름 최대 길이,方法名最大长度,Longitud Máxima de Nombre de Método,Maximale Methodennamenlänge,Longueur maximale du nom de la méthode
tooltip_method_name_max_length,Maximum characters allowed for generated method names.,生成されるメソッド名の最大文字数です。,생성된 메서드 이름에 허용되는 최대 길이입니다.,设置生成方法名称允许的最大字符数。,Longitud máxima permitida para los nombres de método generados.,Maximale Länge für generierte Methodennamen.,Longueur maximale autorisée pour les noms de méthode générés.
label_class_name_max_length,Class Name Max Length,クラス名の最大長,클래스 이름 최대 길이,类名最大长度,Longitud Máxima de Nombre de Clase,Maximale Klassennamenlänge,Longueur maximale du nom de la classe
tooltip_class_name_max_length,Maximum length allowed for generated class names.,生成されるクラス名の最大文字数を指定します。,생성된 클래스 이름에 허용되는 최대 길이입니다.,设置生成类名允许的最大长度。,Longitud máxima permitida para los nombres de clase generados.,Maximale Länge für generierte Klassennamen.,Longueur maximale autorisée pour les noms de classe générés.
label_serialization_mode,Serialization Mode,シリアル化モード,직렬화 모드,序列化模式,Modo de Serialización,Serialisierungsmodus,Mode de sérialisation
tooltip_serialization_mode,,  ,,,,,
label_base_class,Base Class,基底クラス,기본 클래스,基类,Clase Base,Basisklasse,Classe de base
tooltip_base_class,,  ,,,,,
label_use_image_linear_material,Use ImageLinear Material,ImageLinear マテリアルを使用,ImageLinear 머티리얼 사용,使用ImageLinear材质,Usar Material ImageLinear,ImageLinear-Material verwenden,Utiliser le matériau ImageLinear
tooltip_use_image_linear_material,,  ,,,,,
label_max_sprite_size,Max Sprite Size,スプライトの最大サイズ,최대 스프라이트 크기,精灵最大尺寸,Tamaño Máximo de Sprite,Maximale Sprite-Größe,Taille maximale du sprite
tooltip_max_sprite_size,Maximum width and height (in pixels) for generated sprites.,生成されるスプライトの最大幅と高さ (ピクセル) を設定します。,생성되는 스프라이트의 최대 가로/세로 픽셀 크기를 설정합니다.,设置生成精灵的最大宽度和高度（像素）。,Tamaño máximo en píxeles de ancho y alto para los sprites generados.,Maximale Breite und Höhe (in Pixel) für generierte Sprites.,Définit la largeur et la hauteur maximales (en pixels) des sprites générés.
helpbox_install_json_net,"The package ""<b>com.unity.nuget.newtonsoft-json</b>"", which is required for the asset to work, is not installed.
To open the detailed installation guide, click on this message.","アセットを動作させるために必要なパッケージ「<b>com.unity.nuget.newtonsoft-json</b>」がインストールされていません。  
詳細なインストールガイドを開くには、このメッセージをクリックしてください。","에셋이 작동하는 데 필요한 패키지 ""<b>com.unity.nuget.newtonsoft-json</b>""이（가） 설치되지 않았습니다.
자세한 설치 가이드를 열려면 이 메시지를 클릭하세요.","未安装资源运行所需的包“<b>com.unity.nuget.newtonsoft-json</b>”。
要打开详细的安装指南，请点击此消息。","El paquete ""<b>com.unity.nuget.newtonsoft-json</b>"", que es necesario para que el recurso funcione, no está instalado.

Para abrir la guía de instalación detallada, haz clic en este mensaje.","Das Paket ""<b>com.unity.nuget.newtonsoft-json</b>"", das für die Funktion des Assets erforderlich ist, ist nicht installiert. Um die detaillierte Installationsanleitung zu öffnen, klicken Sie auf diese Nachricht.","Le package ""<b>com.unity.nuget.newtonsoft-json</b>"", nécessaire au fonctionnement de l’asset, n’est pas installé.

Pour ouvrir le guide d’installation détaillé, cliquez sur ce message."
auth_button_delete_sessions,Delete all sessions,すべてのセッションを削除,모든 세션 삭제,删除所有会话,Eliminar todas las sesiones,Alle Sitzungen löschen,Supprimer toutes les sessions
auth_button_sign_in_web,Sign In With Web Browser,ウェブブラウザでサインイン,웹 브라우저로 로그인,使用网页浏览器登录,Iniciar sesión con el navegador web,Mit Webbrowser anmelden,Se connecter avec le navigateur Web
auth_button_sign_in_token,Sign In With Access Token,アクセストークンでサインイン,액세스 토큰으로 로그인,使用访问令牌登录,Iniciar sesión con token de acceso,Mit Zugriffstoken anmelden,Se connecter avec un jeton d'accès
debug_label_settings,Debug Settings,デバッグ設定,디버그 설정,调试设置,Configuración de depuración,Debugeinstellungen,Paramètres de débogage
debug_button_open_logs,Open logs folder,ログフォルダを開く,로그 폴더 열기,打开日志文件夹,Abrir carpeta de registros,Protokollordner öffnen,Ouvrir le dossier des journaux
debug_button_open_cache,Open cache folder,キャッシュフォルダを開く,캐시 폴더 열기,打开缓存文件夹,Abrir carpeta de caché,Cache-Ordner öffnen,Ouvrir le dossier du cache
debug_button_open_backup,Open backup folder,バックアップフォルダを開く,백업 폴더 열기,打开备份文件夹,Abrir carpeta de copias de seguridad,Sicherungsordner öffnen,Ouvrir le dossier de sauvegarde
debug_button_test,Test Button,テストボタン,테스트 버튼,测试按钮,Botón de prueba,Test-Button,Bouton de test
common_label_debug,Debug,デバッグ,디버그,调试,Depurar,Debuggen,Déboguer
sync_helper_link_view_in_figma,View component in Figma,Figmaでコンポーネントを表示,Figma에서 구성 요소 보기,在 Figma 中查看组件,Ver componente en Figma,Komponente in Figma anzeigen,Voir le composant dans Figma
imagesprites_error_settings_not_found,Could not find ImageSprites Settings property. Check the path.,ImageSprites設定プロパティが見つかりませんでした。パスを確認してください。,ImageSprites 설정 속성을 찾을 수 없습니다. 경로를 확인하세요.,未能找到 ImageSprites 设置属性。请检查路径。,No se pudo encontrar la propiedad de configuración de ImageSprites. Compruebe la ruta.,Eigenschaft für ImageSprites-Einstellungen nicht gefunden. Überprüfen Sie den Pfad.,Impossible de trouver la propriété des paramètres ImageSprites. Vérifiez le chemin d'accès.
mainsettings_error_property_not_found,Could not find MainSettings property. Check the path.,MainSettingsプロパティが見つかりませんでした。パスを確認してください。,MainSettings 속성을 찾을 수 없습니다. 경로를 확인하세요.,未能找到 MainSettings 属性。请检查路径。,No se pudo encontrar la propiedad de MainSettings. Compruebe la ruta.,Eigenschaft für MainSettings nicht gefunden. Überprüfen Sie den Pfad.,Impossible de trouver la propriété MainSettings. Vérifiez le chemin d'accès.
textfonts_error_gfontsapi_not_found,Could not find GFontsApi property. Check the path.,GFontsApiプロパティが見つかりませんでした。パスを確認してください。,GFontsApi 속성을 찾을 수 없습니다. 경로를 확인하세요.,未能找到 GFontsApi 属性。请检查路径。,No se pudo encontrar la propiedad GFontsApi. Compruebe la ruta.,Eigenschaft GFontsApi nicht gefunden. Überprüfen Sie den Pfad.,Impossible de trouver la propriété GFontsApi. Vérifiez le chemin d'accès.
textfonts_error_fontloader_not_found,Could not find 'FontLoader' property. Check the path.,'FontLoader'プロパティが見つかりませんでした。パスを確認してください。,'FontLoader' 속성을 찾을 수 없습니다. 경로를 확인하세요.,未能找到 'FontLoader' 属性。请检查路径。,No se pudo encontrar la propiedad 'FontLoader'. Compruebe la ruta.,Eigenschaft 'FontLoader' nicht gefunden. Überprüfen Sie den Pfad.,Impossible de trouver la propriété 'FontLoader'. Vérifiez le chemin d'accès.
scriptgen_button_generate,Generate scripts,スクリプトを生成,스크립트 생성,生成脚本,Generar scripts,Skripte generieren,Générer les scripts
